orthogroup	callable_sites	bombus_difference_fraction	candidate_any	candidate_core	is_para	candidate_categories	laboriosa_accession	laboriosa_gene	laboriosa_description	hits_Apis_laboriosa	hits_Apis_dorsata	hits_Apis_mellifera	hits_Apis_cerana	hits_Apis_florea	bombus_difference_fraction_Apis_laboriosa	bombus_difference_fraction_Apis_dorsata	bombus_difference_fraction_Apis_mellifera	bombus_difference_fraction_Apis_cerana	bombus_difference_fraction_Apis_florea
OG0000471	3392	0.15860849056603774	False	False	False		XP_043791998.1	LOC122714591	XP_043791998.1 dynein axonemal heavy chain 3-like [Apis laboriosa]	3	4	11	8	11	0.15860849056603774	0.1577240566037736	0.16067216981132076	0.15713443396226415	0.16008254716981132
OG0000472	3905	0.20665813060179258	False	False	False		XP_043799960.1	LOC122718732	XP_043799960.1 dynein axonemal heavy chain 7-like isoform X1 [Apis laboriosa]	1	1	13	6	18	0.20665813060179258	0.20896286811779768	0.20973111395646607	0.20665813060179258	0.20998719590268886
OG0000473	3280	0.13963414634146343	False	False	False		XP_043798206.1	LOC122717829	XP_043798206.1 LOW QUALITY PROTEIN: dynein axonemal heavy chain 7 [Apis laboriosa]	1	2	8	2	13	0.13963414634146343	0.1402439024390244	0.14512195121951219	0.13932926829268294	0.1423780487804878
OG0000474	4426	0.07162223226389516	False	False	False		XP_043788961.1	LOC122712954	XP_043788961.1 dynein beta chain, ciliary [Apis laboriosa]	1	0	11	0	26	0.07162223226389516	0.07094441934026209	0.06891098056936286	0.06913691821057388	0.06845910528694081
OG0000475	3836	0.16293013555787278	False	False	False		XP_043789787.1	LOC122713420	XP_043789787.1 LOW QUALITY PROTEIN: dynein axonemal heavy chain 10-like [Apis laboriosa]	4	1	6	5	17	0.16293013555787278	0.16345151199165797	0.15954118873826903	0.15875912408759124	0.16423357664233576
OG0000476	4553	0.05886228860092247	False	False	False		XP_043804400.1	LOC122721149	XP_043804400.1 dynein axonemal heavy chain 5 isoform X1 [Apis laboriosa]	1	0	4	2	7	0.05886228860092247	0.056885569953876565	0.07709202723479025	0.05732484076433121	0.05644629914342192
OG0000477	4082	0.1281234688878001	False	False	False		XP_043790719.1	LOC122713943	XP_043790719.1 dynein axonemal heavy chain 8 [Apis laboriosa]	1	1	6	4	27	0.1281234688878001	0.13253307202351788	0.13253307202351788	0.12444879960803527	0.12444879960803527
OG0000478	4481	0.00892657888864093	False	False	False		XP_043803686.1	LOC122720783	XP_043803686.1 dynein heavy chain, cytoplasmic isoform X1 [Apis laboriosa]	1	0	0	1	1	0.00892657888864093	0.00892657888864093	0.009596072305288998	0.008480249944208882	0.009372907833072975
OG0000479	210	0.3238095238095238	False	False	False		XP_043797381.1	LOC122717410	XP_043797381.1 radial spoke head 10 homolog B-like [Apis laboriosa]	1	0	1	0	1	0.3238095238095238	0.4523809523809524	0.3238095238095238	0.3476190476190476	0.34285714285714286
OG0000480	390	0.43846153846153846	False	False	False		XP_043803338.1	LOC122720605	XP_043803338.1 uncharacterized protein LOC122720605 [Apis laboriosa]	0	0	0	0	7	0.43846153846153846	0.46153846153846156	0.45897435897435895	0.43846153846153846	0.41794871794871796
OG0000481	500	0.26	False	False	False		XP_043803618.1	LOC122720755	XP_043803618.1 fatty acyl-CoA reductase 1-like [Apis laboriosa]	0	0	1	3	9	0.26	0.262	0.304	0.294	0.294
OG0000482	490	0.2755102040816326	False	False	False		XP_043804197.1	LOC122721047	XP_043804197.1 putative fatty acyl-CoA reductase CG5065 [Apis laboriosa]	0	0	2	2	3	0.2755102040816326	0.2755102040816326	0.2714285714285714	0.2714285714285714	0.2816326530612245
OG0000483	519	0.1791907514450867	False	False	False		XP_043800399.1	LOC122718981	XP_043800399.1 putative fatty acyl-CoA reductase CG5065 [Apis laboriosa]	0	1	1	0	4	0.1791907514450867	0.1791907514450867	0.1926782273603083	0.18497109826589594	0.2119460500963391
OG0000484	515	0.26796116504854367	False	False	False		XP_043804190.1	LOC122721045	XP_043804190.1 putative fatty acyl-CoA reductase CG5065 [Apis laboriosa]	0	0	1	1	1	0.26796116504854367	0.27184466019417475	0.26796116504854367	0.26601941747572816	0.26796116504854367
OG0000485	537	0.19553072625698323	False	False	False		XP_043803695.1	LOC122720786	XP_043803695.1 fatty acyl-CoA reductase wat-like [Apis laboriosa]	0	0	0	1	1	0.19553072625698323	0.19553072625698323	0.19366852886405958	0.19553072625698323	0.1973929236499069
OG0000486	526	0.31368821292775667	False	False	False		XP_043804048.1	LOC122720961	XP_043804048.1 fatty acyl-CoA reductase wat-like [Apis laboriosa]	0	1	1	0	4	0.31368821292775667	0.3193916349809886	0.3231939163498099	0.32509505703422054	0.32509505703422054
OG0000488	902	0.28824833702882485	False	False	False		XP_043788168.1	LOC122712508	XP_043788168.1 glutamyl aminopeptidase-like [Apis laboriosa]	0	1	1	2	9	0.28824833702882485	0.2838137472283814	0.3004434589800443	0.2982261640798226	0.2893569844789357
OG0000489	641	0.43993759750390016	False	False	False		XP_043797434.1	LOC122717446	XP_043797434.1 glutamyl aminopeptidase-like isoform X1 [Apis laboriosa]	0	0	2	1	2	0.43993759750390016	0.44305772230889234	0.4414976599063963	0.43993759750390016	0.42745709828393136
OG0000490	867	0.04728950403690888	False	False	False		XP_043795610.1	LOC122716517	XP_043795610.1 puromycin-sensitive aminopeptidase isoform X1 [Apis laboriosa]	0	0	1	0	2	0.04728950403690888	0.04728950403690888	0.04728950403690888	0.0461361014994233	0.04844290657439446
OG0000491	1002	0.08183632734530938	False	False	False		XP_043794101.1	LOC122715743	XP_043794101.1 endoplasmic reticulum aminopeptidase 1-like isoform X1 [Apis laboriosa]	0	0	0	1	5	0.08183632734530938	0.08183632734530938	0.09281437125748503	0.08682634730538923	0.07984031936127745
OG0000492	979	0.14300306435137897	False	False	False		XP_043795880.1	LOC122716656	XP_043795880.1 aminopeptidase N [Apis laboriosa]	1	0	1	1	2	0.14300306435137897	0.14402451481103168	0.1470888661899898	0.14300306435137897	0.14198161389172625
OG0000493	2659	0.338097028958255	False	False	False		XP_043795879.1	LOC122716655	XP_043795879.1 putative aminopeptidase-2 [Apis laboriosa]	3	1	7	8	24	0.338097028958255	0.338097028958255	0.3486273034975555	0.34373824746145165	0.34411432869499814
OG0000494	1291	0.16498838109992253	True	True	False	ABCC_MRP;ABC_or_multidrug_transporter	XP_043800734.1	LOC122719184	XP_043800734.1 probable multidrug resistance-associated protein lethal(2)03659 isoform X1 [Apis laboriosa]	0	1	1	0	2	0.16498838109992253	0.16343919442292795	0.16576297443841984	0.16498838109992253	0.16731216111541442
OG0000495	1622	0.12638717632552404	True	True	False	ABCC_MRP;ABC_or_multidrug_transporter	XP_043801955.1	LOC122719830	XP_043801955.1 ATP-binding cassette sub-family C member 10 [Apis laboriosa]	0	0	3	5	6	0.12638717632552404	0.12885326757090013	0.13255240443896424	0.13008631319358815	0.12638717632552404
OG0000496	1522	0.1011826544021025	True	True	False	ABCC_MRP;ABC_or_multidrug_transporter	XP_043784901.1	LOC122710824	XP_043784901.1 multidrug resistance-associated protein 1 [Apis laboriosa]	1	1	0	0	2	0.1011826544021025	0.1011826544021025	0.10315374507227333	0.1038107752956636	0.13206307490144548
OG0000497	1400	0.31857142857142856	True	True	False	ABCC_MRP;ABC_or_multidrug_transporter	XP_043798520.1	LOC122717983	XP_043798520.1 ATP-binding cassette sub-family C member 4-like isoform X1 [Apis laboriosa]	1	0	3	3	11	0.31857142857142856	0.32142857142857145	0.3221428571428571	0.31785714285714284	0.32142857142857145
OG0000498	1349	0.14381022979985175	True	True	False	ABCC_MRP;ABC_or_multidrug_transporter	XP_043789088.1	LOC122713028	XP_043789088.1 ATP-binding cassette sub-family C member 4-like [Apis laboriosa]	1	0	3	2	5	0.14381022979985175	0.14603409933283915	0.13713862120088954	0.1430689399555226	0.1430689399555226
OG0000499	1322	0.197428139183056	True	True	False	ABCC_MRP;ABC_or_multidrug_transporter	XP_043798878.1	LOC122718161	XP_043798878.1 probable multidrug resistance-associated protein lethal(2)03659 [Apis laboriosa]	0	1	1	5	3	0.197428139183056	0.197428139183056	0.20499243570347958	0.19818456883509833	0.19969742813918306
OG0000500	364	0.0521978021978022	True	True	False	ABCG_half_transporter;ABC_or_multidrug_transporter	XP_043802270.1	LOC122719983	XP_043802270.1 ATP-binding cassette sub-family G member 4-like isoform X1 [Apis laboriosa]	0	0	0	0	0	0.0521978021978022	0.046703296703296704	0.0521978021978022	0.04395604395604396	0.046703296703296704
OG0000501	627	0.1291866028708134	True	True	False	ABCG_half_transporter;ABC_or_multidrug_transporter	XP_043796323.1	LOC122716896	XP_043796323.1 ATP-binding cassette sub-family G member 1 [Apis laboriosa]	0	0	1	0	4	0.1291866028708134	0.12440191387559808	0.1291866028708134	0.1291866028708134	0.11642743221690591
OG0000502	642	0.07009345794392523	True	True	False	ABCG_half_transporter;ABC_or_multidrug_transporter	XP_043796320.1	LOC122716895	XP_043796320.1 ATP-binding cassette sub-family G member 4-like [Apis laboriosa]	0	0	0	0	0	0.07009345794392523	0.06853582554517133	0.07009345794392523	0.06853582554517133	0.06853582554517133
OG0000503	617	0.24149108589951376	True	True	False	ABCG_half_transporter;ABC_or_multidrug_transporter	XP_043796052.1	LOC122716756	XP_043796052.1 ATP-binding cassette sub-family G member 4-like isoform X1 [Apis laboriosa]	1	0	3	0	3	0.24149108589951376	0.24311183144246354	0.25283630470016205	0.24959481361426256	0.2560777957860616
OG0000504	637	0.2087912087912088	True	True	False	ABCG_half_transporter;ABC_or_multidrug_transporter	XP_043796047.1	LOC122716754	XP_043796047.1 ATP-binding cassette sub-family G member 4 isoform X1 [Apis laboriosa]	0	1	2	0	3	0.2087912087912088	0.20565149136577707	0.21350078492935637	0.21978021978021978	0.21350078492935637
OG0000505	702	0.07264957264957266	True	True	False	ABCG_half_transporter;ABC_or_multidrug_transporter	XP_043801998.1	LOC122719847	XP_043801998.1 ABC transporter G family member 18-like [Apis laboriosa]	0	0	0	2	3	0.07264957264957266	0.07122507122507123	0.07264957264957266	0.07407407407407407	0.07407407407407407
OG0000506	275	0.04727272727272727	False	False	False		XP_043799962.1	LOC122718733	XP_043799962.1 zwei Ig domain protein zig-8-like [Apis laboriosa]	0	0	0	0	1	0.04727272727272727	0.04727272727272727	0.05090909090909091	0.04727272727272727	0.09818181818181818
OG0000507	294	0.14625850340136054	False	False	False		XP_043799846.1	LOC122718676	XP_043799846.1 zwei Ig domain protein zig-8-like [Apis laboriosa]	0	0	0	0	0	0.14625850340136054	0.14285714285714285	0.17006802721088435	0.14965986394557823	0.14965986394557823
OG0000508	203	0.024630541871921183	False	False	False		XP_043793535.1	LOC122715420	XP_043793535.1 uncharacterized protein LOC122715420 isoform X1 [Apis laboriosa]	0	0	0	0	0	0.024630541871921183	0.024630541871921183	0.029556650246305417	0.024630541871921183	0.024630541871921183
OG0000509	298	0.12751677852348994	False	False	False		XP_043789541.1	LOC122713280	XP_043789541.1 cell adhesion molecule 2-like isoform X1 [Apis laboriosa]	0	0	0	0	0	0.12751677852348994	0.06375838926174497	0.053691275167785234	0.1476510067114094	0.15436241610738255
OG0000510	110	0.05454545454545454	False	False	False		XP_043790038.1	LOC122713540	XP_043790038.1 zwei Ig domain protein zig-8 [Apis laboriosa]	0	0	0	0	0	0.05454545454545454	0.08181818181818182	0.045454545454545456	0.03636363636363636	0.03636363636363636
OG0000511	235	0.03829787234042553	False	False	False		XP_043800474.1	LOC122719029	XP_043800474.1 basement membrane-specific heparan sulfate proteoglycan core protein-like [Apis laboriosa]	0	0	0	0	0	0.03829787234042553	0.06808510638297872	0.03829787234042553	0.029787234042553193	0.029787234042553193
OG0000512	274	0.06934306569343066	False	False	False		XP_043796347.1	LOC122716905	XP_043796347.1 lachesin-like isoform X1 [Apis laboriosa]	0	0	0	0	0	0.06934306569343066	0.08029197080291971	0.06934306569343066	0.07664233576642336	0.07664233576642336
OG0000513	438	0.2146118721461187	False	False	False		XP_043789115.1	LOC122713046	XP_043789115.1 tubulin alpha chain-like [Apis laboriosa]	0	0	2	0	1	0.2146118721461187	0.2146118721461187	0.21232876712328766	0.2191780821917808	0.2328767123287671
OG0000514	432	0.009259259259259259	False	False	False		XP_043793960.1	LOC122715665	XP_043793960.1 tubulin alpha-1 chain-like [Apis laboriosa]	0	0	0	0	0	0.009259259259259259	0.009259259259259259	0.009259259259259259	0.009259259259259259	0.009259259259259259
OG0000515	442	0.004524886877828055	False	False	False		XP_043789091.1	LOC122713030	XP_043789091.1 tubulin alpha chain-like [Apis laboriosa]	0	0	0	0	0	0.004524886877828055	0.004524886877828055	0.004524886877828055	0.004524886877828055	0.004524886877828055
OG0000516	451	0.03325942350332594	False	False	False		XP_043785010.1	LOC122710875	XP_043785010.1 tubulin alpha-1C chain-like [Apis laboriosa]	0	0	0	0	0	0.03325942350332594	0.031042128603104215	0.03547671840354767	0.03325942350332594	0.03547671840354767
OG0000517	450	0.0	False	False	False		XP_043800251.1	LOC122718912	XP_043800251.1 tubulin alpha-1 chain-like [Apis laboriosa]	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0
OG0000518	450	0.0	False	False	False		XP_043804167.1	LOC122721034	XP_043804167.1 tubulin alpha-1 chain [Apis laboriosa]	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0
OG0000519	448	0.029017857142857144	False	False	False		XP_043789048.1	LOC122713001	XP_043789048.1 tubulin alpha-1 chain-like [Apis laboriosa]	1	0	0	0	0	0.029017857142857144	0.033482142857142856	0.03125	0.033482142857142856	0.03125
OG0000520	357	0.29411764705882354	False	False	False		XP_043799133.1	LOC122718296	XP_043799133.1 odorant receptor 9a-like [Apis laboriosa]	0	0	1	1	2	0.29411764705882354	0.2969187675070028	0.28851540616246496	0.28851540616246496	0.2969187675070028
OG0000521	445	0.32134831460674157	False	False	False		XP_043786018.1	LOC122711359	XP_043786018.1 probable chitinase 2 [Apis laboriosa]	0	1	3	0	3	0.32134831460674157	0.32134831460674157	0.32808988764044944	0.3235955056179775	0.31685393258426964
OG0000522	968	0.05371900826446281	False	False	False		XP_043793807.1	LOC122715585	XP_043793807.1 probable chitinase 10 [Apis laboriosa]	0	0	0	0	1	0.05371900826446281	0.05475206611570248	0.05785123966942149	0.056818181818181816	0.05268595041322314
OG0000523	666	0.12012012012012012	False	False	False		XP_043794290.1	LOC122715837	XP_043794290.1 sodium-independent sulfate anion transporter-like isoform X1 [Apis laboriosa]	0	0	0	0	3	0.12012012012012012	0.11861861861861862	0.11561561561561562	0.11411411411411411	0.11561561561561562
OG0000524	583	0.11492281303602059	False	False	False		XP_043784678.1	LOC122710712	XP_043784678.1 sodium-independent sulfate anion transporter-like isoform X1 [Apis laboriosa]	0	0	1	2	3	0.11492281303602059	0.11149228130360206	0.1183533447684391	0.1097770154373928	0.12521440823327615
OG0000525	551	0.22867513611615245	False	False	False		XP_043786155.1	LOC122711433	XP_043786155.1 sodium-independent sulfate anion transporter-like isoform X1 [Apis laboriosa]	0	0	1	2	2	0.22867513611615245	0.22323049001814882	0.22686025408348456	0.22141560798548093	0.22686025408348456
OG0000526	654	0.191131498470948	False	False	False		XP_043790252.1	LOC122713654	XP_043790252.1 sodium-independent sulfate anion transporter isoform X1 [Apis laboriosa]	1	0	1	1	4	0.191131498470948	0.1926605504587156	0.19418960244648317	0.19571865443425077	0.18654434250764526
OG0000527	601	0.129783693843594	False	False	False		XP_043785450.1	LOC122711089	XP_043785450.1 sodium-independent sulfate anion transporter-like [Apis laboriosa]	0	0	2	0	1	0.129783693843594	0.129783693843594	0.129783693843594	0.129783693843594	0.129783693843594
OG0000528	661	0.07110438729198185	False	False	False		XP_043784485.1	LOC122710602	XP_043784485.1 sodium-independent sulfate anion transporter-like [Apis laboriosa]	0	0	0	1	0	0.07110438729198185	0.07261724659606657	0.07110438729198185	0.06959152798789713	0.08925869894099848
OG0000529	668	0.26047904191616766	False	False	False		XP_043797588.1	LOC122717512	XP_043797588.1 peroxidase isoform X1 [Apis laboriosa]	0	0	2	2	13	0.26047904191616766	0.2634730538922156	0.2844311377245509	0.27694610778443113	0.26646706586826346
OG0000530	793	0.11727616645649433	False	False	False		XP_043797584.1	LOC122717511	XP_043797584.1 peroxidase-like isoform X1 [Apis laboriosa]	0	0	0	0	2	0.11727616645649433	0.11601513240857503	0.12610340479192939	0.1235813366960908	0.1223203026481715
OG0000531	691	0.04486251808972504	False	False	False		XP_043802906.1	LOC122720340	XP_043802906.1 chorion peroxidase isoform X1 [Apis laboriosa]	0	0	0	0	1	0.04486251808972504	0.04775687409551375	0.049204052098408106	0.04775687409551375	0.09261939218523878
OG0000532	1212	0.28795379537953797	False	False	False		XP_043785749.1	LOC122711243	XP_043785749.1 uncharacterized protein LOC122711243 [Apis laboriosa]	0	1	3	1	12	0.28795379537953797	0.2896039603960396	0.30528052805280526	0.2978547854785479	0.3201320132013201
OG0000533	1187	0.07245155855096883	False	False	False		XP_043784441.1	LOC122710582	XP_043784441.1 uncharacterized protein LOC122710582 [Apis laboriosa]	0	0	3	1	0	0.07245155855096883	0.07413647851727043	0.07497893850042123	0.07497893850042123	0.07497893850042123
OG0000534	242	0.41735537190082644	False	False	False		XP_043791451.1	LOC122714294	XP_043791451.1 trypsin-7-like [Apis laboriosa]	0	0	3	1	5	0.41735537190082644	0.4256198347107438	0.4090909090909091	0.43388429752066116	0.4628099173553719
OG0000535	247	0.19838056680161945	False	False	False		XP_043793495.1	LOC122715402	XP_043793495.1 trypsin-1-like [Apis laboriosa]	1	0	1	0	2	0.19838056680161945	0.2145748987854251	0.21052631578947367	0.21052631578947367	0.2145748987854251
OG0000536	368	0.21467391304347827	False	False	False		XP_043797465.1	LOC122717454	XP_043797465.1 acyl-CoA Delta-9 desaturase isoform X1 [Apis laboriosa]	0	0	2	0	0	0.21467391304347827	0.21467391304347827	0.21195652173913043	0.22010869565217392	0.22826086956521738
OG0000537	325	0.14153846153846153	False	False	False		XP_043794173.1	LOC122715763	XP_043794173.1 acyl-CoA Delta-9 desaturase-like [Apis laboriosa]	0	0	1	1	1	0.14153846153846153	0.13846153846153847	0.12923076923076923	0.13230769230769232	0.13230769230769232
OG0000538	345	0.27246376811594203	False	False	False		XP_043797433.1	LOC122717445	XP_043797433.1 acyl-CoA Delta-9 desaturase-like [Apis laboriosa]	0	0	0	0	0	0.27246376811594203	0.26956521739130435	0.26666666666666666	0.26666666666666666	0.26956521739130435
OG0000539	951	0.08937960042060988	False	False	False		XP_043795006.1	LOC122716199	XP_043795006.1 neprilysin-4-like [Apis laboriosa]	0	0	0	0	2	0.08937960042060988	0.08937960042060988	0.0935856992639327	0.0946372239747634	0.0904311251314406
OG0000540	771	0.11413748378728923	False	False	False		XP_043804276.1	LOC122721085	XP_043804276.1 neprilysin-2-like isoform X1 [Apis laboriosa]	0	0	0	1	4	0.11413748378728923	0.11154345006485085	0.11024643320363164	0.11413748378728923	0.11154345006485085
OG0000541	757	0.21796565389696168	False	False	False		XP_043789409.1	LOC122713229	XP_043789409.1 neprilysin-4-like isoform X1 [Apis laboriosa]	0	1	2	0	3	0.21796565389696168	0.21136063408190225	0.22457067371202113	0.21400264200792601	0.22060766182298547
OG0000542	725	0.46482758620689657	False	False	False		XP_043802528.1	LOC122720094	XP_043802528.1 membrane metallo-endopeptidase-like 1 isoform X1 [Apis laboriosa]	0	2	1	3	9	0.46482758620689657	0.46482758620689657	0.463448275862069	0.46206896551724136	0.4593103448275862
OG0000543	788	0.06218274111675127	False	False	False		XP_043796587.1	LOC122717013	XP_043796587.1 neprilysin-1 isoform X1 [Apis laboriosa]	0	1	0	1	0	0.06218274111675127	0.05964467005076142	0.05964467005076142	0.0583756345177665	0.06091370558375635
OG0000544	197	0.36548223350253806	False	False	False		XP_043800878.1	LOC122719278	XP_043800878.1 odorant receptor 67b [Apis laboriosa]	0	0	0	0	0	0.36548223350253806	0.3756345177664975	0.4010152284263959	0.40609137055837563	0.3756345177664975
OG0000546	178	0.3258426966292135	False	False	False		XP_043800865.1	LOC122719263	XP_043800865.1 putative odorant receptor 92a [Apis laboriosa]	0	0	0	0	1	0.3258426966292135	0.28651685393258425	0.2752808988764045	0.3146067415730337	0.2752808988764045
OG0000547	164	0.4329268292682927	False	False	False		XP_043800864.1	LOC122719262	XP_043800864.1 odorant receptor 4-like [Apis laboriosa]	0	1	1	3	1	0.4329268292682927	0.2926829268292683	0.2804878048780488	0.27439024390243905	0.27439024390243905
OG0000548	1956	0.033231083844580775	False	False	False		XP_043797242.1	LOC122717331	XP_043797242.1 myosin heavy chain, non-muscle isoform X1 [Apis laboriosa]	0	0	0	0	0	0.033231083844580775	0.033231083844580775	0.033231083844580775	0.033231083844580775	0.033231083844580775
OG0000549	1015	0.07881773399014778	False	False	False		XP_043792352.1	LOC122714764	XP_043792352.1 unconventional myosin ID [Apis laboriosa]	0	0	1	1	0	0.07881773399014778	0.07881773399014778	0.07586206896551724	0.07783251231527094	0.08078817733990148
OG0000550	1056	0.08522727272727272	False	False	False		XP_043800628.1	LOC122719124	XP_043800628.1 unconventional myosin IC isoform X1 [Apis laboriosa]	0	0	1	2	5	0.08522727272727272	0.08238636363636363	0.08712121212121213	0.09375	0.08238636363636363
OG0000551	2166	0.007386888273314866	False	False	False		XP_043793024.1	LOC122715155	XP_043793024.1 myosin-VIIa isoform X1 [Apis laboriosa]	0	0	0	1	0	0.007386888273314866	0.007848568790397045	0.007848568790397045	0.006925207756232687	0.007848568790397045
OG0000552	990	0.08080808080808081	False	False	False		XP_043795934.1	LOC122716681	XP_043795934.1 LOW QUALITY PROTEIN: glutamate receptor 1 [Apis laboriosa]	0	1	0	0	1	0.08080808080808081	0.024242424242424242	0.02727272727272727	0.026262626262626262	0.026262626262626262
OG0000553	918	0.1895424836601307	False	False	False		XP_043794553.1	LOC122715974	XP_043794553.1 glutamate receptor ionotropic, kainate 2-like isoform X1 [Apis laboriosa]	0	0	1	0	5	0.1895424836601307	0.18736383442265794	0.18191721132897604	0.18518518518518517	0.18845315904139434
OG0000554	908	0.07599118942731277	False	False	False		XP_043794224.1	LOC122715815	XP_043794224.1 glutamate receptor ionotropic, kainate 2-like isoform X1 [Apis laboriosa]	0	0	0	0	0	0.07599118942731277	0.030837004405286344	0.018722466960352423	0.034140969162995596	0.019823788546255508
