orthogroup	AL_reads	AD_reads	AL_per_million_input_R1	AD_per_million_input_R1	raw_ratio	median_normalized_ratio	panels	descriptions
OG0001974	69	27	34.5	13.5	2.5555555555555554	2.082304526748971		XP_003394181.1 trifunctional purine biosynthetic protein adenosine-3 isoform X1 [Bombus terrestris]; XP_003690939.2 trifunctional purine biosynthetic protein adenosine-3 Gart [Apis florea]; XP_006569265.3 trifunctional purine biosynthetic protein adenosine-3 isoform X1 [Apis mellifera]; XP_006614896.1 trifunctional purine biosynthetic protein adenosine-3 [Apis dorsata]; XP_016917432.1 trifunctional purine biosynthetic protein adenosine-3 Gart [Apis cerana]; XP_043784037.1 trifunctional purine biosynthetic protein adenosine-3 [Apis laboriosa]
OG0001975	37	25	18.5	12.5	1.48	1.2059259259259258		XP_003691941.1 YEATS domain-containing protein 4 Gas41 isoform X1 [Apis florea]; XP_006621607.1 YEATS domain-containing protein 4 isoform X1 [Apis dorsata]; XP_012169385.1 YEATS domain-containing protein 4 [Bombus terrestris]; XP_016909175.1 YEATS domain-containing protein 4 Gas41 isoform X1 [Apis cerana]; XP_043798711.1 YEATS domain-containing protein 4 [Apis laboriosa]; XP_396159.2 YEATS domain-containing protein 4 isoform X1 [Apis mellifera]
OG0001976	4	1	2.0	0.5	4.0	3.259259259259259		XP_006563481.1 dynein regulatory complex subunit 4 [Apis mellifera]; XP_012172288.2 dynein regulatory complex subunit 4 [Bombus terrestris]; XP_012345166.2 growth arrest specific protein 8 [Apis florea]; XP_016909827.2 growth arrest specific protein 8 [Apis cerana]; XP_031366964.1 dynein regulatory complex subunit 4 [Apis dorsata]; XP_043788774.1 dynein regulatory complex subunit 4 isoform X1 [Apis laboriosa]
OG0001977	26	44	13.0	22.0	0.5909090909090909	0.4814814814814815	peritrophin_chitin_binding;cuticle	NP_001165860.1 cuticular protein analogous to peritrophins 3-C precursor [Apis mellifera]; XP_003394139.1 protein obstructor-E isoform X1 [Bombus terrestris]; XP_003690918.1 chitin binding Peritrophin-A domain-containing protein Gasp isoform X1 [Apis florea]; XP_006614194.1 protein obstructor-E isoform X1 [Apis dorsata]; XP_016918733.1 chitin binding Peritrophin-A domain-containing protein Gasp isoform X1 [Apis cerana]; XP_043803284.1 protein obstructor-E isoform X1 [Apis laboriosa]
OG0001978	17	4	8.5	2.0	4.25	3.462962962962963		XP_003697521.2 glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial [Apis florea]; XP_006611538.1 glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial [Apis dorsata]; XP_016919647.1 glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial [Apis cerana]; XP_020722161.1 glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial [Bombus terrestris]; XP_043793753.1 glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial [Apis laboriosa]; XP_397317.2 glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial [Apis mellifera]
OG0001979	47	17	23.5	8.5	2.764705882352941	2.252723311546841		XP_006613193.1 glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial isoform X1 [Apis dorsata]; XP_012165846.2 glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial isoform X1 [Bombus terrestris]; XP_026297130.1 glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial isoform X1 [Apis mellifera]; XP_028524904.1 glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial [Apis cerana]; XP_043788602.1 glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial isoform X1 [Apis laboriosa]; XP_086769340.1 glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial isoform X1 [Apis florea]
OG0001980	54	39	27.0	19.5	1.3846153846153846	1.1282051282051282		XP_003400659.1 guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [Bombus terrestris]; XP_006563042.1 guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [Apis mellifera]; XP_006610948.1 guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [Apis dorsata]; XP_016913589.1 guanine nucleotide-binding protein subunit beta-1 [Apis cerana]; XP_043786009.1 guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [Apis laboriosa]; XP_086765075.1 guanine nucleotide-binding protein subunit beta-1 [Apis florea]
OG0001981	7	11	3.5	5.5	0.6363636363636364	0.5185185185185185		XP_003396741.1 guanine nucleotide-binding protein subunit beta-5 [Bombus terrestris]; XP_006568191.1 guanine nucleotide-binding protein subunit beta-5 isoform X1 [Apis mellifera]; XP_006613176.1 guanine nucleotide-binding protein subunit beta-5 isoform X1 [Apis dorsata]; XP_016919766.1 guanine nucleotide-binding protein subunit beta-5 [Apis cerana]; XP_043788607.1 guanine nucleotide-binding protein subunit beta-5 [Apis laboriosa]; XP_086769346.1 guanine nucleotide-binding protein subunit beta-5 [Apis florea]
OG0001982	58	171	29.0	85.5	0.3391812865497076	0.2763699371886506		XP_003401747.1 guanine nucleotide-binding protein subunit beta-2 [Bombus terrestris]; XP_006618505.1 guanine nucleotide-binding protein subunit beta-2, partial [Apis dorsata]; XP_016910019.1 guanine nucleotide-binding protein subunit beta-2 [Apis cerana]; XP_043797253.1 guanine nucleotide-binding protein subunit beta-2 [Apis laboriosa]; XP_086762263.1 guanine nucleotide-binding protein subunit beta-2 [Apis florea]; XP_624335.1 guanine nucleotide-binding protein subunit beta-2 [Apis mellifera]
OG0001983	37	39	18.5	19.5	0.9487179487179487	0.7730294396961063		XP_003401335.1 protein phosphatase 1 regulatory subunit 3C-B isoform X1 [Bombus terrestris]; XP_003695829.1 glycogen binding subunit 70E [Apis florea]; XP_026301426.1 protein phosphatase 1 regulatory subunit 3C-B [Apis mellifera]; XP_031370953.1 protein phosphatase 1 regulatory subunit 3C-B [Apis dorsata]; XP_043790708.1 protein phosphatase 1 regulatory subunit 3C-B [Apis laboriosa]; XP_061941652.1 glycogen binding subunit 70E [Apis cerana]
OG0001984	20	29	10.0	14.5	0.6896551724137931	0.561941251596424		XP_006558650.1 glycogen-binding subunit 76A isoform X1 [Apis mellifera]; XP_020719683.1 glycogen-binding subunit 76A isoform X1 [Bombus terrestris]; XP_028520098.1 glycogen binding subunit 76A isoform X1 [Apis cerana]; XP_031365181.1 glycogen-binding subunit 76A isoform X1 [Apis dorsata]; XP_031776278.2 glycogen binding subunit 76A isoform X1 [Apis florea]; XP_043793554.1 glycogen-binding subunit 76A isoform X1 [Apis laboriosa]
OG0001985	10	11	5.0	5.5	0.9090909090909091	0.7407407407407407		XP_003397086.1 2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial isoform X1 [Bombus terrestris]; XP_006607467.1 2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial isoform X1 [Apis dorsata]; XP_012341410.2 glycine C-acetyltransferase isoform X1 [Apis florea]; XP_016904080.1 glycine C-acetyltransferase isoform X1 [Apis cerana]; XP_043796568.1 2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial [Apis laboriosa]; XP_395385.3 2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial isoform X1 [Apis mellifera]
OG0001986	90	87	45.0	43.5	1.0344827586206897	0.842911877394636		XP_003400253.1 serine/threonine-protein kinase 25 isoform X1 [Bombus terrestris]; XP_006559375.2 serine/threonine-protein kinase svkA isoform X1 [Apis mellifera]; XP_006618009.1 serine/threonine-protein kinase svkA isoform X1 [Apis dorsata]; XP_043791509.1 serine/threonine-protein kinase svkA isoform X1 [Apis laboriosa]; XP_061939643.1 germinal centre kinase III isoform X1 [Apis cerana]; XP_086770369.1 germinal centre kinase III isoform X1 [Apis florea]
OG0001987	96	22	48.0	11.0	4.363636363636363	3.5555555555555554		XP_003695679.1 glutamate--cysteine ligase [Apis florea]; XP_006612129.1 glutamate--cysteine ligase catalytic subunit [Apis dorsata]; XP_016904693.1 glutamate--cysteine ligase [Apis cerana]; XP_020720723.1 glutamate--cysteine ligase catalytic subunit [Bombus terrestris]; XP_026299135.1 glutamate--cysteine ligase catalytic subunit [Apis mellifera]; XP_043795618.1 glutamate--cysteine ligase catalytic subunit [Apis laboriosa]
OG0001988	37	25	18.5	12.5	1.48	1.2059259259259258		XP_003402709.2 glutamate--cysteine ligase regulatory subunit isoform X1 [Bombus terrestris]; XP_003693778.1 glutamate-cysteine ligase modifier subunit isoform X1 [Apis florea]; XP_006610465.1 glutamate--cysteine ligase regulatory subunit isoform X1 [Apis dorsata]; XP_016907407.1 glutamate-cysteine ligase modifier subunit isoform X1 [Apis cerana]; XP_043791650.1 glutamate--cysteine ligase regulatory subunit [Apis laboriosa]; XP_397174.4 glutamate--cysteine ligase regulatory subunit isoform X1 [Apis mellifera]
OG0001989	66	54	33.0	27.0	1.2222222222222223	0.9958847736625515		XP_003399443.2 eIF-2-alpha kinase GCN2 isoform X1 [Bombus terrestris]; XP_006622557.1 eIF-2-alpha kinase GCN2 isoform X1 [Apis dorsata]; XP_026301107.1 eIF-2-alpha kinase GCN2 isoform X1 [Apis mellifera]; XP_028522289.1 eukaryotic translation initiation factor 2 alpha kinase Gcn2 isoform X1 [Apis cerana]; XP_043791913.1 eIF-2-alpha kinase GCN2 isoform X1 [Apis laboriosa]; XP_086773811.1 eukaryotic translation initiation factor 2 alpha kinase Gcn2 isoform X1 [Apis florea]
OG0001990	27	51	13.5	25.5	0.5294117647058824	0.43137254901960786		NP_001229397.1 histone acetyltransferase KAT2A [Apis mellifera]; XP_003399744.1 histone acetyltransferase KAT2A [Bombus terrestris]; XP_003691166.3 gcn5 acetyltransferase [Apis florea]; XP_006622766.1 histone acetyltransferase KAT2A [Apis dorsata]; XP_016916130.1 gcn5 acetyltransferase [Apis cerana]; XP_043797895.1 histone acetyltransferase KAT2A [Apis laboriosa]
OG0001991	103	24	51.5	12.0	4.291666666666667	3.496913580246914		XP_003395137.1 protein GDAP2 homolog [Bombus terrestris]; XP_003694319.1 ganglioside induced differentiation associated protein 2 [Apis florea]; XP_006558244.2 protein GDAP2 homolog [Apis mellifera]; XP_006624139.1 protein GDAP2 homolog [Apis dorsata]; XP_016915745.1 ganglioside induced differentiation associated protein 2 [Apis cerana]; XP_043797408.1 protein GDAP2 homolog [Apis laboriosa]
OG0001992	162	135	81.0	67.5	1.2	0.9777777777777777		XP_003400396.1 glutamate dehydrogenase, mitochondrial [Bombus terrestris]; XP_003694879.1 glutamate dehydrogenase, mitochondrial isoform X1 [Apis florea]; XP_006624157.1 glutamate dehydrogenase, mitochondrial [Apis dorsata]; XP_016771789.1 glutamate dehydrogenase, mitochondrial isoform X1 [Apis mellifera]; XP_016915370.1 glutamate dehydrogenase, mitochondrial [Apis cerana]; XP_043785840.1 glutamate dehydrogenase, mitochondrial [Apis laboriosa]
OG0001993	196	97	98.0	48.5	2.020618556701031	1.646429935089729		XP_003402669.1 rab GDP dissociation inhibitor beta [Bombus terrestris]; XP_003696888.1 GDP dissociation inhibitor [Apis florea]; XP_006622880.1 rab GDP dissociation inhibitor beta isoform X1 [Apis dorsata]; XP_016920155.1 GDP dissociation inhibitor [Apis cerana]; XP_043800084.1 rab GDP dissociation inhibitor beta isoform X1 [Apis laboriosa]; XP_623197.2 rab GDP dissociation inhibitor beta [Apis mellifera]
OG0001994	56	66	28.0	33.0	0.8484848484848485	0.691358024691358		XP_003697297.4 enhancer of mRNA-decapping protein 4 homolog Ge-1 [Apis florea]; XP_006608463.1 enhancer of mRNA-decapping protein 4 [Apis dorsata]; XP_012169413.1 enhancer of mRNA-decapping protein 4 [Bombus terrestris]; XP_016906214.2 enhancer of mRNA-decapping protein 4 homolog Ge-1 [Apis cerana]; XP_043804350.1 enhancer of mRNA-decapping protein 4 [Apis laboriosa]; XP_396550.2 enhancer of mRNA-decapping protein 4 [Apis mellifera]
OG0001995	23	18	11.5	9.0	1.2777777777777777	1.0411522633744854		XP_003694181.1 gemin 2 [Apis florea]; XP_006607568.1 gem-associated protein 2 [Apis dorsata]; XP_012175099.1 gem-associated protein 2 [Bombus terrestris]; XP_016918369.1 gemin 2 [Apis cerana]; XP_043797174.1 gem-associated protein 2 [Apis laboriosa]; XP_624141.3 gem-associated protein 2 [Apis mellifera]
OG0001996	397	74	198.5	37.0	5.364864864864865	4.371371371371372		XP_016767017.2 glutamine:fructose-6-phosphate aminotransferase 1 isoform X1 [Apis mellifera]; XP_016921138.1 glucosamine-fructose-6-phosphate aminotransferase 2 isoform X1 [Apis cerana]; XP_031366466.1 glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 isoform X1 [Apis dorsata]; XP_043788108.1 glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 isoform X1 [Apis laboriosa]; XP_048260849.1 glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 isoform X1 [Bombus terrestris]; XP_086759431.1 glucosamine-fructose-6-phosphate aminotransferase 2 isoform X1 [Apis florea]
OG0001997	6	2	3.0	1.0	3.0	2.444444444444444		XP_006619963.1 uncharacterized protein LOC102673215 isoform X1 [Apis dorsata]; XP_020720011.2 uncharacterized protein LOC100644085 isoform X1 [Bombus terrestris]; XP_043801341.1 uncharacterized protein LOC122719512 isoform X3 [Apis laboriosa]; XP_061943270.1 glial cell line-derived neurotrophic family receptor-like isoform X1 [Apis cerana]; XP_086767663.1 glial cell line-derived neurotrophic family receptor-like [Apis florea]; XP_624040.4 uncharacterized protein LOC551647 isoform X1 [Apis mellifera]
OG0001998	71	49	35.5	24.5	1.4489795918367347	1.180650037792895		XP_003395795.1 ADP-ribosylation factor-binding protein GGA3 isoform X1 [Bombus terrestris]; XP_006570305.1 ADP-ribosylation factor-binding protein GGA1 isoform X1 [Apis mellifera]; XP_016913439.1 ADP-ribosylation factor-binding protein Gga isoform X1 [Apis cerana]; XP_031369392.1 ADP-ribosylation factor-binding protein GGA1 isoform X1 [Apis dorsata]; XP_031774403.2 ADP-ribosylation factor-binding protein Gga isoform X1 [Apis florea]; XP_043793443.1 ADP-ribosylation factor-binding protein GGA1 isoform X1 [Apis laboriosa]
OG0001999	106	109	53.0	54.5	0.9724770642201835	0.7923887189942236		XP_003690618.1 GDI interacting protein 3 [Apis florea]; XP_006609501.1 UBX domain-containing protein 6 [Apis dorsata]; XP_016907305.1 GDI interacting protein 3 [Apis cerana]; XP_043789762.1 UBX domain-containing protein 6 [Apis laboriosa]; XP_048264580.1 UBX domain-containing protein 6 isoform X1 [Bombus terrestris]; XP_393087.2 UBX domain-containing protein 6 [Apis mellifera]
OG0002000	116	31	58.0	15.5	3.7419354838709675	3.048984468339307		XP_003402136.2 putative hydroxypyruvate isomerase [Bombus terrestris]; XP_006620538.1 putative hydroxypyruvate isomerase [Apis dorsata]; XP_012347944.1 hydroxypyruvate isomerase-like protein Gip [Apis florea]; XP_016916260.1 hydroxypyruvate isomerase-like protein Gip [Apis cerana]; XP_026301507.1 putative hydroxypyruvate isomerase [Apis mellifera]; XP_043786647.1 putative hydroxypyruvate isomerase [Apis laboriosa]
OG0002001	38	25	19.0	12.5	1.52	1.2385185185185186		XP_003397438.1 protein Daple [Bombus terrestris]; XP_006609476.2 girdin [Apis dorsata]; XP_026297070.1 protein Daple isoform X1 [Apis mellifera]; XP_043789080.1 protein Daple [Apis laboriosa]; XP_061935347.1 protein girdin [Apis cerana]; XP_086769436.1 protein girdin isoform X1 [Apis florea]
OG0002002	38	31	19.0	15.5	1.2258064516129032	0.998805256869773		XP_003696599.2 ARF GTPase-activating protein GIT1 isoform X1 [Apis florea]; XP_006567711.2 ARF GTPase-activating protein GIT2 isoform X1 [Apis mellifera]; XP_006608085.1 ARF GTPase-activating protein GIT2 isoform X1 [Apis dorsata]; XP_020718870.2 ARF GTPase-activating protein GIT1 [Bombus terrestris]; XP_043792613.1 ARF GTPase-activating protein GIT2 [Apis laboriosa]; XP_061931234.1 ARF GTPase-activating protein GIT1 isoform X1 [Apis cerana]
OG0002003	18	30	9.0	15.0	0.6	0.4888888888888889		XP_003398330.1 galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase I isoform X1 [Bombus terrestris]; XP_006620861.1 galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase I [Apis dorsata]; XP_012338990.2 glucuronyltransferase I [Apis florea]; XP_016922719.1 glucuronyltransferase I [Apis cerana]; XP_043785685.1 galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase I isoform X1 [Apis laboriosa]; XP_396716.1 galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase I [Apis mellifera]
OG0002004	103	140	51.5	70.0	0.7357142857142858	0.5994708994708995		XP_003398780.2 galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase P [Bombus terrestris]; XP_006566644.1 galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase P isoform X1 [Apis mellifera]; XP_016909006.1 glucuronyltransferase P [Apis cerana]; XP_031368186.1 galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase P [Apis dorsata]; XP_043798373.1 galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase P isoform X1 [Apis laboriosa]; XP_086761281.1 glucuronyltransferase P [Apis florea]
OG0002005	1	2	0.5	1.0	0.5	0.4074074074074074		XP_003691831.1 ceramide glucosyltransferase [Apis florea]; XP_006619492.1 ceramide glucosyltransferase [Apis dorsata]; XP_012168568.2 ceramide glucosyltransferase isoform X1 [Bombus terrestris]; XP_043798624.1 ceramide glucosyltransferase [Apis laboriosa]; XP_061938214.1 ceramide glucosyltransferase [Apis cerana]; XP_395023.4 ceramide glucosyltransferase [Apis mellifera]
OG0002006	38	62	19.0	31.0	0.6129032258064516	0.4994026284348865		XP_003695445.2 gle1 RNA export mediator [Apis florea]; XP_006621967.1 nucleoporin GLE1 isoform X1 [Apis dorsata]; XP_012166972.1 mRNA export factor Gle1 isoform X1 [Bombus terrestris]; XP_016915651.2 gle1 RNA export mediator isoform X1 [Apis cerana]; XP_026297867.1 nucleoporin GLE1 isoform X1 [Apis mellifera]; XP_043796483.1 nucleoporin GLE1 isoform X1 [Apis laboriosa]
OG0002007	63	34	31.5	17.0	1.8529411764705883	1.5098039215686274		XP_003399839.3 Golgi apparatus protein 1 [Bombus terrestris]; XP_003695186.3 Golgi apparatus protein 1 isoform X1 [Apis florea]; XP_006615714.1 Golgi apparatus protein 1 isoform X1 [Apis dorsata]; XP_016914102.1 Golgi apparatus protein 1 [Apis cerana]; XP_043803835.1 Golgi apparatus protein 1 isoform X1 [Apis laboriosa]; XP_397171.3 Golgi apparatus protein 1 isoform X1 [Apis mellifera]
OG0002008	31	10	15.5	5.0	3.1	2.525925925925926	lipase	XP_003691866.1 carboxyl ester lipase-like protein Gli isoform X1 [Apis florea]; XP_006621736.1 neuroligin-like protein glit-1 isoform X1 [Apis dorsata]; XP_016909330.1 carboxyl ester lipase-like protein Gli isoform X1 [Apis cerana]; XP_043798418.1 neuroligin-like protein glit-1 isoform X1 [Apis laboriosa]; XP_048265993.1 cholinesterase isoform X1 [Bombus terrestris]; XP_396706.4 neuroligin-4, Y-linked isoform X1 [Apis mellifera]
OG0002009	98	25	49.0	12.5	3.92	3.194074074074074		XP_003696365.1 glutaminyl-tRNA synthetase [Apis florea]; XP_006607795.1 probable glutamine--tRNA ligase, partial [Apis dorsata]; XP_012176427.2 probable glutamine--tRNA ligase isoform X1 [Bombus terrestris]; XP_016920968.1 glutaminyl-tRNA synthetase [Apis cerana]; XP_026296528.1 probable glutamine--tRNA ligase isoform X1 [Apis mellifera]; XP_043793383.1 probable glutamine--tRNA ligase [Apis laboriosa]
OG0002010	40	190	20.0	95.0	0.21052631578947367	0.17153996101364521		XP_006560231.1 glutamate-gated chloride channel isoform X1 [Apis mellifera]; XP_006616218.1 glutamate-gated chloride channel isoform X1 [Apis dorsata]; XP_012171844.1 glutamate-gated chloride channel isoform X1 [Bombus terrestris]; XP_043801188.1 glutamate-gated chloride channel isoform X1 [Apis laboriosa]; XP_061940278.1 glycine receptor alpha 1 isoform X1 [Apis cerana]; XP_086764797.1 glycine receptor alpha 1 isoform X1 [Apis florea]
OG0002011	143	124	71.5	62.0	1.153225806451613	0.9396654719235364		XP_006620534.1 bifunctional glutamate/proline--tRNA ligase [Apis dorsata]; XP_012347872.1 glutamyl-prolyl-tRNA synthetase isoform X1 [Apis florea]; XP_020723224.2 bifunctional glutamate/proline--tRNA ligase isoform X1 [Bombus terrestris]; XP_026301491.1 bifunctional glutamate/proline--tRNA ligase [Apis mellifera]; XP_043786663.1 bifunctional glutamate/proline--tRNA ligase [Apis laboriosa]; XP_061942519.1 glutamyl-prolyl-tRNA synthetase isoform X1 [Apis cerana]
OG0002012	24	23	12.0	11.5	1.0434782608695652	0.8502415458937198		XP_003403354.1 probable glutamate--tRNA ligase, mitochondrial isoform X1 [Bombus terrestris]; XP_006624865.1 probable glutamate--tRNA ligase, mitochondrial [Apis dorsata]; XP_026298880.1 probable glutamate--tRNA ligase, mitochondrial [Apis mellifera]; XP_028524766.1 putative glutamate--tRNA ligase, mitochondrial [Apis cerana]; XP_043791318.1 probable glutamate--tRNA ligase, mitochondrial [Apis laboriosa]; XP_086772433.1 putative glutamate--tRNA ligase, mitochondrial [Apis florea]
OG0002013	92	69	46.0	34.5	1.3333333333333333	1.0864197530864197		XP_001120785.2 zinc finger protein 395 isoform X1 [Apis mellifera]; XP_003394728.1 zinc finger protein 395 isoform X1 [Bombus terrestris]; XP_003691040.1 glucose transporter 4 enhancer factor isoform X1 [Apis florea]; XP_016912665.1 glucose transporter 4 enhancer factor [Apis cerana]; XP_031368806.1 zinc finger protein 395 [Apis dorsata]; XP_043787980.1 zinc finger protein 395 [Apis laboriosa]
OG0002014	92	53	46.0	26.5	1.7358490566037736	1.4143955276030749		XP_003399968.3 glycine--tRNA ligase [Bombus terrestris]; XP_003697406.2 glycine--tRNA ligase isoform X1 [Apis florea]; XP_006613508.1 glycine--tRNA ligase [Apis dorsata]; XP_016913099.1 glycine--tRNA ligase isoform X1 [Apis cerana]; XP_043803859.1 glycine--tRNA ligase [Apis laboriosa]; XP_391940.2 glycine--tRNA ligase [Apis mellifera]
OG0002015	129	116	64.5	58.0	1.1120689655172413	0.9061302681992337		XP_003399733.1 glycogen [starch] synthase [Bombus terrestris]; XP_006615085.1 glycogen [starch] synthase [Apis dorsata]; XP_016916122.1 glycogen [starch] synthase [Apis cerana]; XP_031776540.1 glycogen [starch] synthase [Apis florea]; XP_043797974.1 glycogen [starch] synthase [Apis laboriosa]; XP_624707.2 glycogen [starch] synthase [Apis mellifera]
OG0002016	410	385	205.0	192.5	1.0649350649350648	0.8677248677248677		XP_006561774.1 glycogen phosphorylase [Apis mellifera]; XP_006607872.1 glycogen phosphorylase [Apis dorsata]; XP_012348264.3 glycogen phosphorylase [Apis florea]; XP_016904748.1 glycogen phosphorylase [Apis cerana]; XP_020720224.2 glycogen phosphorylase [Bombus terrestris]; XP_043789893.1 glycogen phosphorylase [Apis laboriosa]
OG0002017	31	22	15.5	11.0	1.4090909090909092	1.1481481481481481		XP_003396751.1 GDP-mannose 4,6 dehydratase isoform X1 [Bombus terrestris]; XP_003693043.1 GDP-mannose 4,6 dehydratase isoform X1 [Apis florea]; XP_006569515.1 GDP-mannose 4,6 dehydratase isoform X1 [Apis mellifera]; XP_006617753.1 GDP-mannose 4,6 dehydratase isoform X1 [Apis dorsata]; XP_016914541.1 GDP-mannose 4,6 dehydratase isoform X1 [Apis cerana]; XP_043784060.1 GDP-mannose 4,6 dehydratase isoform X1 [Apis laboriosa]
OG0002018	30	17	15.0	8.5	1.7647058823529411	1.4379084967320261		XP_003399958.1 probable GDP-L-fucose synthase [Bombus terrestris]; XP_006613470.1 probable GDP-L-fucose synthase isoform X1 [Apis dorsata]; XP_012347113.1 GDP-L-fucose synthase-like protein [Apis florea]; XP_016913052.2 GDP-L-fucose synthase-like protein [Apis cerana]; XP_043804067.1 probable GDP-L-fucose synthase [Apis laboriosa]; XP_625134.3 probable GDP-L-fucose synthase isoform X1 [Apis mellifera]
OG0002019	42	34	21.0	17.0	1.2352941176470589	1.0065359477124183		XP_003400726.1 mannose-1-phosphate guanyltransferase alpha-A [Bombus terrestris]; XP_003690095.1 GDP-mannose pyrophosphorylase A [Apis florea]; XP_006619308.1 mannose-1-phosphate guanyltransferase alpha-A [Apis dorsata]; XP_016914393.1 GDP-mannose pyrophosphorylase A isoform X1 [Apis cerana]; XP_043801180.1 mannose-1-phosphate guanyltransferase alpha-A isoform X1 [Apis laboriosa]; XP_396879.3 mannose-1-phosphate guanyltransferase alpha-A [Apis mellifera]
OG0002020	189	119	94.5	59.5	1.588235294117647	1.2941176470588234		XP_003399056.1 mannose-1-phosphate guanyltransferase beta [Bombus terrestris]; XP_006619482.1 mannose-1-phosphate guanyltransferase beta [Apis dorsata]; XP_043799038.1 mannose-1-phosphate guanyltransferase beta isoform X1 [Apis laboriosa]; XP_061938291.1 GDP-mannose pyrophosphorylase B [Apis cerana]; XP_086761664.1 GDP-mannose pyrophosphorylase B [Apis florea]; XP_392845.4 mannose-1-phosphate guanyltransferase beta [Apis mellifera]
OG0002021	63	40	31.5	20.0	1.575	1.2833333333333332		XP_006569965.2 replication factor C subunit 1 isoform X1 [Apis mellifera]; XP_006607785.1 replication factor C subunit 1 isoform X1 [Apis dorsata]; XP_012176431.2 replication factor C subunit 1 [Bombus terrestris]; XP_043793318.1 replication factor C subunit 1 [Apis laboriosa]; XP_061931402.1 germ line transcription factor 1 [Apis cerana]; XP_086760382.1 germ line transcription factor 1 [Apis florea]
OG0002022	76	12	38.0	6.0	6.333333333333333	5.160493827160494		XP_006621679.1 glycine N-methyltransferase [Apis dorsata]; XP_012169332.1 glycine N-methyltransferase [Bombus terrestris]; XP_016909229.1 glycine N-methyltransferase [Apis cerana]; XP_031771055.2 glycine N-methyltransferase [Apis florea]; XP_043798678.1 glycine N-methyltransferase [Apis laboriosa]; XP_625210.1 glycine N-methyltransferase [Apis mellifera]
OG0002023	38	7	19.0	3.5	5.428571428571429	4.423280423280423		XP_003395831.1 probable glucosamine 6-phosphate N-acetyltransferase [Bombus terrestris]; XP_003696726.1 glucosamine 6-phosphate N-acetyltransferase [Apis florea]; XP_006623412.1 probable glucosamine 6-phosphate N-acetyltransferase [Apis dorsata]; XP_016906792.1 glucosamine 6-phosphate N-acetyltransferase [Apis cerana]; XP_043792545.1 probable glucosamine 6-phosphate N-acetyltransferase [Apis laboriosa]; XP_395224.3 probable glucosamine 6-phosphate N-acetyltransferase [Apis mellifera]
OG0002024	6	14	3.0	7.0	0.42857142857142855	0.3492063492063492		XP_003399873.1 N-acetylglucosamine-1-phosphotransferase subunits alpha/beta isoform X1 [Bombus terrestris]; XP_003695211.1 N-acetylglucosamine-1-phosphate transferase subunits alpha and beta isoform X1 [Apis florea]; XP_006615662.1 N-acetylglucosamine-1-phosphotransferase subunits alpha/beta isoform X1 [Apis dorsata]; XP_016913903.1 N-acetylglucosamine-1-phosphate transferase subunits alpha and beta isoform X1 [Apis cerana]; XP_043804175.1 N-acetylglucosamine-1-phosphotransferase subunits alpha/beta [Apis laboriosa]; XP_625103.3 N-acetylglucosamine-1-phosphotransferase subunits alpha/beta isoform X1 [Apis mellifera]
OG0002025	29	31	14.5	15.5	0.9354838709677419	0.7622461170848267		XP_006609410.1 coiled-coil domain-containing protein 186 isoform X1 [Apis dorsata]; XP_012172475.1 coiled-coil domain-containing protein 186 isoform X1 [Bombus terrestris]; XP_012344984.2 coiled-coil domain-containing protein 186 isoform X1 [Apis florea]; XP_026301093.1 coiled-coil domain-containing protein 186 [Apis mellifera]; XP_028522573.2 coiled-coil domain-containing protein 186 isoform X1 [Apis cerana]; XP_043790504.1 coiled-coil domain-containing protein 186 isoform X1 [Apis laboriosa]
